timestamp,cycle_time,throughput,robot_distance,idle_time,reward,status
1776107541.123951,1.64,0,2.025,0.0,N/A,Assembly
1776107541.1290705,1.64,0,2.026,0.0,N/A,Assembly
1776107541.134128,1.65,0,2.027,0.0,N/A,Assembly
1776107541.1387422,1.65,0,2.027,0.0,N/A,Assembly
1776107541.1434379,1.65,0,2.028,0.0,N/A,Assembly
1776107541.1484456,1.66,0,2.029,0.0,N/A,Assembly
1776107541.1531665,1.66,0,2.03,0.0,N/A,Assembly
1776107541.1582184,1.67,0,2.031,0.0,N/A,Assembly
1776107541.1632452,1.67,0,2.031,0.0,N/A,Assembly
1776107541.1687613,1.68,0,2.032,0.0,N/A,Assembly
1776107541.1733005,1.68,0,2.033,0.0,N/A,Assembly
1776107541.1783423,1.69,0,2.034,0.0,N/A,Assembly
1776107541.1833715,1.69,0,2.034,0.0,N/A,Assembly
1776107541.1883976,1.7,0,2.035,0.0,N/A,Assembly
1776107541.1934235,1.7,0,2.036,0.0,N/A,Assembly
1776107541.198548,1.71,0,2.037,0.0,N/A,Assembly
1776107541.2037945,1.72,0,2.037,0.0,N/A,Assembly
1776107541.2084043,1.72,0,2.038,0.0,N/A,Assembly
1776107541.213442,1.72,0,2.039,0.0,N/A,Assembly
1776107541.218559,1.73,0,2.04,0.0,N/A,Assembly
1776107541.223898,1.74,0,2.04,0.0,N/A,Assembly
1776107541.2289965,1.74,0,2.041,0.0,N/A,Assembly
1776107541.23419,1.75,0,2.042,0.0,N/A,Assembly
1776107541.2393367,1.75,0,2.043,0.0,N/A,Assembly
1776107541.2442539,1.76,0,2.043,0.0,N/A,Assembly
1776107541.2492688,1.76,0,2.044,0.0,N/A,Assembly
1776107541.25432,1.77,0,2.045,0.0,N/A,Assembly
1776107541.2589972,1.77,0,2.046,0.0,N/A,Assembly
1776107541.2636132,1.77,0,2.046,0.0,N/A,Assembly
1776107541.268654,1.78,0,2.047,0.0,N/A,Assembly
1776107541.273358,1.78,0,2.048,0.0,N/A,Assembly
1776107541.27894,1.79,0,2.049,0.0,N/A,Assembly
1776107541.2834783,1.79,0,2.05,0.0,N/A,Assembly
1776107541.289021,1.8,0,2.05,0.0,N/A,Assembly
1776107541.2935565,1.8,0,2.051,0.0,N/A,Assembly
1776107541.298497,1.81,0,2.052,0.0,N/A,Assembly
1776107541.3036952,1.81,0,2.053,0.0,N/A,Assembly
1776107541.30878,1.82,0,2.053,0.0,N/A,Assembly
1776107541.313799,1.83,0,2.054,0.0,N/A,Assembly
1776107541.3188047,1.83,0,2.055,0.0,N/A,Assembly
1776107541.3238006,1.84,0,2.056,0.0,N/A,Assembly
1776107541.328843,1.84,0,2.056,0.0,N/A,Assembly
1776107541.3340316,1.85,0,2.057,0.0,N/A,Assembly
1776107541.339165,1.85,0,2.058,0.0,N/A,Assembly
1776107541.3445704,1.86,0,2.059,0.0,N/A,Assembly
1776107541.3500953,1.86,0,2.059,0.0,N/A,Assembly
1776107541.355518,1.87,0,2.06,0.0,N/A,Assembly
1776107541.3605504,1.87,0,2.061,0.0,N/A,Assembly
1776107541.3657815,1.88,0,2.062,0.0,N/A,Assembly
1776107541.37081,1.88,0,2.062,0.0,N/A,Assembly
1776107541.3758364,1.89,0,2.063,0.0,N/A,Assembly
1776107541.3809116,1.89,0,2.064,0.0,N/A,Assembly
1776107541.385944,1.9,0,2.065,0.0,N/A,Assembly
1776107541.3911107,1.9,0,2.066,0.0,N/A,Assembly
1776107541.396165,1.91,0,2.066,0.0,N/A,Assembly
1776107541.401544,1.91,0,2.067,0.0,N/A,Assembly
1776107541.4070976,1.92,0,2.068,0.0,N/A,Assembly
1776107541.4117286,1.92,0,2.069,0.0,N/A,Assembly
1776107541.4168267,1.93,0,2.069,0.0,N/A,Assembly
1776107541.421866,1.93,0,2.07,0.0,N/A,Assembly
1776107541.4269083,1.94,0,2.071,0.0,N/A,Assembly
1776107541.4325023,1.94,0,2.072,0.0,N/A,Assembly
1776107541.4375648,1.95,0,2.072,0.0,N/A,Assembly
1776107541.4426057,1.95,0,2.073,0.0,N/A,Assembly
1776107541.44763,1.96,0,2.074,0.0,N/A,Assembly
1776107541.4526753,1.96,0,2.075,0.0,N/A,Assembly
1776107541.4577281,1.97,0,2.075,0.0,N/A,Assembly
1776107541.4627504,1.97,0,2.076,0.0,N/A,Assembly
